nm0194945,Jehanne d'Alcy
nm0194492,Paul Czinner
nm0351930,Dolly Haas
nm0546657,Arthur Margetson
nm0103975,John Brahm
nm0485851,Matheson Lang
nm0040644,Robert Atkins
nm0384682,Sinclair Hill
nm0002068,Frances Farmer
nm0782682,William A. Seiter
nm0154183,Ruth Chatterton
nm0000813,Tex Avery
nm0094054,Tommy Bond
nm0360684,Bernice Hansen
nm0921131,Martha Wentworth
nm0510989,Kay Linaker
nm0535006,Noel Madison
nm0898573,Allen Vincent
nm0174049,Joyce Compton
nm0492650,Brian Lawrance
nm0000001,Fred Astaire
nm0001677,Ginger Rogers
nm0384948,Harriet Nelson
nm0762263,Mark Sandrich
nm0546248,Christl Mardayn
nm0260722,Carl Esmond
nm0783509,Herbert Selpin
nm0000075,Spencer Tracy
nm0008496,Walter Abel
nm0707023,Luise Rainer
nm0502752,Robert Z. Leonard
nm0002046,Brian Donlevy
nm0287988,Norman Foster
nm0402554,Marsha Hunt
nm0191950,Robert Cummings
nm0003062,Alan Dinehart
nm0482742,Karel Lamac
nm0252475,Hasse Ekman
nm0000006,Ingrid Bergman
nm0074698,Erik 'Bullen' Berglund
nm0596410,Gustaf Molander
nm0085021,Hugo Björne
nm0377613,Anders Henrikson
nm0333023,Mona Goya
nm0437356,Joseph Kane
nm0316995,Hoot Gibson
nm0001931,Binnie Barnes
nm0623554,Anna Neagle
nm0870492,Arthur Tracy
nm0928214,Herbert Wilcox
nm0682481,Tedd Pierce
nm0002104,Paulette Goddard
nm0003424,Hank Mann
nm0000795,Jean Arthur
nm0822034,Lionel Stander
nm0103567,Alice Brady
nm0665850,Gail Patrick
nm0387753,Valerie Hobson
nm0590652,Billy Milton
nm0674788,Leslie Perrins
nm0497961,Norman Lee
nm0003110,Cesar Romero
nm0405220,Warren Hymer
nm0172151,Arthur Greville Collins
nm0263004,Madge Evans
nm0271515,Edith Fellows
nm0001918,Louis Armstrong
nm0492775,Gertrude Lawrence
nm0006471,Elsa Lanchester
nm0856469,Desmond Tester
nm0000024,John Gielgud
nm0675127,Joan Perry
nm0453081,Victor Kilian
nm0783461,David Selman
nm0427452,Allan Jones
nm0935415,Charles Winninger
nm0382165,Weldon Heyburn
nm0547446,Edwin L. Marin
nm0602005,Victor Moore
nm0110813,Helen Broderick
nm0828419,George Stevens
nm0633260,Marian Nixon
nm0151334,Chick Chandler
nm0587178,Lillian Miles
nm0639495,Dave O'Brien
nm0309163,Louis J. Gasnier
nm0157130,Sachiko Chiba
nm0621540,Mikio Naruse
nm0831641,Sergey Stolyarov
nm0799575,Isidor Simkov
nm0002048,Melvyn Douglas
nm0340706,Virginia Grey
nm0635798,Edward Norris
nm0153977,Jean Chatburn
nm0698985,Jed Prouty
nm0213047,Shirley Deane
nm0001981,Spring Byington
nm0001791,Robert Taylor
nm0550701,Alan Marshal
nm0122470,Smiley Burnette
nm0416258,Alan James
nm0853028,Ray Taylor
nm0107589,Lynton Brent
nm0859823,Al Thompson
nm0003836,Michael Powell
nm0511599,Eric Linden
nm0871546,Arthur Treacher
nm0831872,Fred Stone
nm0242562,Emma Dunn
nm0520467,Marjorie Lord
nm0619798,J. Carrol Naish
nm0483787,Dorothy Lamour
nm0355755,Jon Hall
nm0000406,John Ford
nm0000061,Tyrone Power
nm0000747,Don Ameche
nm0062667,Alan Baxter
nm0498571,Andrea Leeds
nm0204113,Owen Davis Jr.
nm0122594,Bobby Burns
nm0079490,Matthew Betz
nm0417168,Bud Jamison
nm0829038,Robert Stevenson
nm0054787,Geoffrey Barkas
nm0770128,Werner Scharf
nm0483944,Gerhard Lamprecht
nm0641007,George More O'Ferrall
nm0437717,Garson Kanin
nm0446763,Patsy Kelly
nm0730739,Lyda Roberti
nm0653892,Lynne Overman
nm0576940,Gus Meins
nm0000063,Anthony Quinn
nm0614634,Ralph Murphy
nm0210228,Johan De Meester
nm0003490,Ludwig Berger
nm0089314,Eric Blore
nm0001647,Claude Rains
nm0003540,Nikolay Cherkasov
nm0645613,Nikolai Okhlopkov
nm0890565,Dmitriy Vasilev
nm0792130,Ann Sheridan
nm0933810,Marie Wilson
nm0146185,Walter Catlett
nm0516876,Gene Lockhart
nm0516883,Kathleen Lockhart
nm0452953,Terry Kilburn
nm0736939,Jean Rogers
nm0788284,Frank Shannon
nm0384616,Robert F. Hill
nm0317224,Wynne Gibson
nm0521937,Anita Louise
nm0420765,Allen Jenkins
nm0001654,Ronald Reagan
nm0498584,Herbert I. Leeds
nm0714878,Michael Redgrave
nm0002051,Jimmy Durante
nm0112198,Phyllis Brooks
nm0193232,Alan Curtis
nm0662335,Jean Parker
nm0002190,Anthony Asquith
nm0006807,Michèle Morgan
nm0105482,Pierre Brasseur
nm0138893,Marcel Carné
nm0002270,Rex Ingram
nm0861703,Richard Thorpe
nm0921288,Alfred L. Werker
nm0841932,Gladys Swarthout
nm0634313,Lloyd Nolan
nm0378026,William Henry
nm0627087,Kurt Neumann
nm0472603,Otto Kruger
nm0001537,Ray Milland
nm0696481,Robert Preston
nm0001362,Bob Hope
nm0063619,John Beal
nm0599766,Douglass Montgomery
nm0485226,Allan Lane
nm0371123,Linda Hayes
nm0289382,Charley Foy
nm0484645,Lew Landers
nm0041681,Mischa Auer
nm0550892,George Marshall
nm0570451,Frank McHugh
nm0000020,Henry Fonda
nm0172287,Eddie Collins
nm0485806,June Lang
nm0112395,Edward Brophy
nm0320761,Etienne Girardot
nm0166234,John Clements
nm0724732,Ralph Richardson
nm0243454,June Duprez
nm0906932,Anton Walbrook
nm0225555,Thorold Dickinson
nm0000034,William Holden
nm0002011,Lee J. Cobb
nm0173416,Pinto Colvig
nm0397175,Cal Howard
nm0101466,Willard Bowsky
nm0130725,Orestes Calpini
nm0000021,Joan Fontaine
nm0572142,Victor McLaglen
nm0512267,Margaret Lindsay
nm0338901,Richard Greene
nm0000058,Maureen O'Hara
nm0593775,Thomas Mitchell
nm0002896,Ann E. Todd
nm0260020,Stuart Erwin
nm0288830,Douglas Fowley
nm0289858,Victor Francen
nm0628579,Robert Newton
nm0388166,Horace Hodges
nm0000305,Mel Blanc
nm0163332,Robert Clampett
nm0485943,Walter Lang
nm0653642,Maria Ouspenskaya
nm0101350,Lee Bowman
nm0002013,Charles Coburn
nm0914778,Lucile Watson
nm0001033,Lon Chaney Jr.
nm0580565,Burgess Meredith
nm0275897,Betty Field
nm0107599,Romney Brent
nm0221423,Brian Desmond Hurst
nm0000028,Rita Hayworth
nm0595271,Sohrab Modi
nm0052568,Naseem Banu
nm0068235,Hank Bell
nm0233352,Ann Doran
nm0634226,Bob Nolan
nm0625726,Sam Nelson
nm0156173,George Chesebro
nm0448722,Dorothea Kent
nm0000748,Leon Ames
nm0523893,Arthur Lubin
nm0002116,Paul Guilfoyle
nm0924011,Arleen Whelan
nm0646849,Gordon Oliver
nm0335788,Charley Grapewin
nm0949597,Harold Young
nm0743841,Shirley Ross
nm0472758,Gene Krupa
nm0001017,John Carradine
nm0702798,John Qualen
nm0372942,Ben Hecht
nm0005716,Lee Garmes
nm0659427,Franklin Pangborn
nm0707771,Jessie Ralph
nm0001105,Linda Darnell
nm0007224,Eleanor Powell
nm0851537,Norman Taurog
nm0601073,Constance Moore
nm0602803,Jackie Moran
nm0132607,Judy Campbell
nm0855147,Pen Tennyson
nm0610253,Alan Mowbray
nm0531385,Donald MacBride
nm0940453,Frank Woodruff
nm0682074,Walter Pidgeon
nm0001678,Roy Rogers
nm0123553,Corey Burton
nm0019282,James Algar
nm0035899,Samuel Armstrong
nm1968474,Ford Beebe Jr.
nm0272568,Norman Ferguson
nm0359457,David Hand
nm0395148,Brigitte Horney
nm0083514,Willy Birgel
nm0869645,Viktor Tourjansky
nm0400490,Carol Hughes
nm0350374,Anne Gwynne
nm0206478,Laraine Day
nm0001695,George Sanders
nm0007214,Frank Albertson
nm0184578,Jerome Cowan
nm0776838,Harold D. Schuster
nm0137999,Richard Carlson
nm0140865,John Carroll
nm0125636,Edward Buzzell
nm0306786,Reginald Gardiner
nm0317970,Billy Gilbert
nm0940499,Arthur B. Woods
nm0751426,Rosalind Russell
nm1114715,The King's Men
nm0779549,Martha Scott
nm0113902,Johnny Mack Brown
nm0460906,Fuzzy Knight
nm0640605,Nell O'Day
nm0185883,James Craig
nm0640930,Martha O'Driscoll
nm0712943,Mona Ray
nm0527996,Jimmy Lydon
nm0334515,Emma Gramatica
nm0405904,Carola Höhn
nm0109264,Guido Brignone
nm0047810,Fay Bainter
nm0094135,Beulah Bondi
nm0730860,Bill Roberts
nm0427934,Dickie Jones
nm0747759,Christian Rub
nm0414144,Wilfred Jackson
nm0455741,Jack Kinney
nm0527217,Hamilton Luske
nm0002093,Greer Garson
nm0000752,Judith Anderson
nm0557339,Raymond Massey
nm0005062,Chuck Jones
nm0524995,Edward Ludwig
nm0070827,William 'Billy' Benedict
nm0257638,John English
nm0936823,William Witney
nm0871287,Henry Travers
nm0000080,Orson Welles
nm0001072,Joseph Cotten
nm0173827,Dorothy Comingore
nm0001547,Agnes Moorehead
nm0194742,Arturo de Córdova
nm0181559,Mapy Cortés
nm0310449,Roberto Gavaldón
nm0882190,Chano Urueta
nm0736778,Charley Rogers
nm0001805,Lana Turner
nm0400794,Mary Beth Hughes
nm0752846,Sheila Ryan
nm0218131,William Demarest
nm0285946,Eugene Forde
nm0789313,Ben Sharpsteen
nm0001359,Sterling Holloway
nm0082884,Herman Bing
nm0827577,Robert Sterling
nm0001656,Donna Reed
nm0642180,Henry O'Neill
nm0824496,Bob Steele
nm0137393,Claire Carleton
nm0832065,Milburn Stone
nm0496819,Anna Lee
nm0002545,Preston Sturges
nm0942863,Teresa Wright
nm0485509,Priscilla Lane
nm0528705,Jeffrey Lynn
nm0076779,Curtis Bernhardt
nm0580882,Philip Merivale
nm0007217,Jack Carson
nm0118000,Edgar Buchanan
nm0373999,Horace Heidt
nm0625167,Barry Nelson
nm0942979,Maris Wrixon
nm0526485,William Lundigan
nm0943988,Nan Wynn
nm0568915,William C. McGann
nm0000043,Veronica Lake
nm0001229,Glenn Ford
nm0002107,Betty Grable
nm0409741,Bodil Ipsen
nm0491504,Lau Lauritzen
nm0801630,Hugh Sinclair
nm0000051,James Mason
nm0599688,Maria Montez
nm0754942,Sabu
nm0002063,Leif Erickson
nm0712639,John Rawlins
nm0800386,Simone Simon
nm0007218,Tom Conway
nm0808949,Kent Smith
nm0709905,Jane Randolph
nm0869664,Jacques Tourneur
nm0930776,Hugh Williams
nm0000039,Deborah Kerr
nm0000037,Gene Kelly
nm0250964,Mártha Eggerth
nm0749431,Ruggero Ruggeri
nm0953447,Elena Zareschi
nm0688232,Ferdinando Maria Poggioli
nm0504125,Joan Leslie
nm0604605,Dennis Morgan
nm0792605,Vincent Sherman
nm0130407,Joseph Calleia
nm0700084,Frank Puglia
nm0655605,Sarah Padden
nm0627864,Sam Newfield
nm0000731,Brian Aherne
nm0086268,Janet Blair
nm0864869,George Tobias
nm0546222,Elio Marcuzzo
nm0899581,Luchino Visconti
nm0676688,Susan Peters
nm0270630,Hertha Feiler
nm0880187,Gisela Uhlen
nm0282281,Elisabeth Flickenschildt
nm0826094,Hans Steinhoff
nm0599787,George Montgomery
nm0894524,Kaaren Verne
nm0030166,Evelyn Ankers
nm0000212,Meg Ryan
nm0413168,Hugh Jackman
nm0000630,Liev Schreiber
nm0005227,Breckin Meyer
nm0003506,James Mangold
nm0534045,Fred MacMurray
nm1679536,The Andrews Sisters
nm0028809,Patty Andrews
nm0028782,Maxene Andrews
nm0188465,Douglas Croft
nm0268513,John Farrow
nm0019030,Michèle Alfa
nm0894509,Robert Vernay
nm0294382,Pierre Fresnay
nm0496185,Ginette Leclerc
nm0543924,Héléna Manson
nm0167241,Henri-Georges Clouzot
nm0000879,Anne Baxter
nm0000763,Dana Andrews
nm0322299,James Gleason
nm0562845,Archie Mayo
nm0002092,John Garfield
nm0725891,John Ridgely
nm0202681,Delmer Daves
nm0644983,Åke Ohberg
nm0803561,Gunnar Sjöberg
nm0848667,Akim Tamiroff
nm0767701,Victor Saville
nm0329832,Leo Gorcey
nm0355653,Huntz Hall
nm0429853,Bobby Jordan
nm0288003,Preston Foster
nm0000904,William Bendix
nm0002017,Richard Conte
nm0000074,Gene Tierney
nm0537685,Marjorie Main
nm0941253,Monty Woolley
nm0276247,Gracie Fields
nm0640547,Una O'Connor
nm0821472,John M. Stahl
nm0799014,Phil Silvers
nm0012441,Iris Adrian
nm0001522,Roddy McDowall
nm0928208,Fred M. Wilcox
nm0426089,Rita Johnson
nm0002161,Hans Albers
nm0092128,Michael Bohnen
nm0105970,Hans Brausewetter
nm0902082,Josef von Báky
nm0728867,Al Ritz
nm0728875,Jimmy Ritz
nm0728871,Harry Ritz
nm0486387,Frances Langford
nm0510357,Edward C. Lilley
nm0232655,Jeff Donnell
nm0908831,Richard Wallace
nm0248904,Nelson Eddy
nm0288078,Susanna Foster
nm0071636,Bruce Bennett
nm0000978,Lloyd Bridges
nm0647057,José Oliveira
nm0172872,Bud Collyer
nm0018510,Joan Alexander
nm0065159,Jackson Beck
nm0580271,Jack Mercer
nm0460667,Seymour Kneitel
nm0611157,Steve Muffati
nm0136994,Macdonald Carey
nm0852710,Kent Taylor
nm0173160,Jerry Colonna
nm0004496,Van Johnson
nm0002038,Gloria DeHaven
nm0943978,Keenan Wynn
nm0039989,Nils Asther
nm0880618,Edgar G. Ulmer
nm0360253,William Hanna
nm0053484,Joseph Barbera
nm0090043,John Blythe
nm0350268,Tito Guízar
nm0515292,Robert Livingston
nm0054609,Lynn Bari
nm0496473,Francis Lederer
nm0639684,Margaret O'Brien
nm0202088,Jules Dassin
nm0317054,Julie Gibson
nm0000784,Pedro Armendáriz
nm0030194,Morris Ankrum
nm0366578,Walter Hart
nm0122483,Paul Burnford
nm0643353,Merle Oberon
nm0211964,André De Toth
nm0728811,Tex Ritter
nm0166730,Elmer Clifton
nm0419849,Gloria Jean
nm0186600,Frank Craven
nm0531738,Grace McDonald
nm0494110,Reginald Le Borg
nm0245213,Julien Duvivier
nm0448012,Edgar Kennedy
nm0098424,Wade Boteler
nm0871432,Richard Travis
nm0485704,Charles Lang
nm0662223,Eleanor Parker
nm0496505,D. Ross Lederman
nm0916067,Clifton Webb
nm0001637,Vincent Price
nm0695937,Otto Preminger
nm0599354,Conchita Montenegro
nm0121449,Joaquín Burgos
nm0739794,Antonio Román
nm0107082,Lucille Bremer
nm0591486,Vincente Minnelli
nm0183459,George Coulouris
nm0000072,Elizabeth Taylor
nm0105774,Harald Braun
nm0510389,Beatrice Lillie
nm0849011,Kinuyo Tanaka
nm0455839,Keisuke Kinoshita
nm0428354,Jennifer Jones
nm0747413,Selena Royle
nm0752524,Edward Ryan
nm0707048,Ella Raines
nm0000955,Ward Bond
nm0000069,Frank Sinatra
nm0337113,Kathryn Grayson
nm0411826,José Iturbi
nm0796645,George Sidney
nm0280178,Barry Fitzgerald
nm0371775,Louis Hayward
nm0291714,Fely Franquelli
nm0229424,Edward Dmytryk
nm0857187,Phyllis Thaxter
nm0199822,Henry H. Daniels Jr.
nm0643443,Arch Oboler
nm0641454,Dennis O'Keefe
nm0907785,Helen Walker
nm0369896,June Havoc
nm0026655,Eddie 'Rochester' Anderson
nm0391361,Stanley Holloway
nm0000180,David Lean
nm0110159,Barbara Britton
nm0002113,Sydney Greenstreet
nm0324013,Peter Godfrey
nm0707843,Vera Ralston
nm0000975,Robert Bresson
nm0623684,Tom Neal
nm0767243,Ann Savage
nm0236873,Claudia Drake
nm0176747,Morgan Conway
nm0420331,Anne Jeffreys
nm0563417,Mike Mazurki
nm0339452,Jane Greer
nm0075318,William Berke
nm0862937,Lawrence Tierney
nm0636494,Max Nosseck
nm0631438,William Nigh
nm0001916,Arletty
nm0056761,Jean-Louis Barrault
nm0264278,William Eythe
nm0368516,Signe Hasso
nm0515193,Roger Livesey
nm0138791,George Carney
nm0399648,Walter Hudd
nm0335510,Kirby Grant
nm0016054,Nadine Alari
nm0035553,Roland Armontel
nm0110494,Jean Brochard
nm0129830,Henri Calef
nm0664273,Cornel Wilde
nm0002022,Jeanne Crain
nm0445523,Cecil Kellaway
nm0779923,Zachary Scott
nm0000781,Eve Arden
nm0315984,Fosco Giachetti
nm0667613,Nino Pavese
nm0778756,Giuseppe Maria Scotese
nm0000060,Gregory Peck
nm0371376,Dick Haymes
nm0086176,Vivian Blaine
nm0879000,George Tyne
nm0409869,John Ireland
nm0490224,Frank Latimore
nm0403171,Raymond Huntley
nm0001322,Rex Harrison
nm0096458,Veda Ann Borg
nm0544786,Jean Marais
nm0196816,Josette Day
nm0168413,Jean Cocteau
nm0167496,René Clément
nm0000002,Lauren Bacall
nm0896015,Martha Vickers
nm0002053,Dan Duryea
nm0898687,June Vincent
nm0002024,Broderick Crawford
nm0293530,Mona Freeman
nm0003193,Harry Davenport
nm0801193,Russell Simpson
nm0168215,Steve Cochran
nm0180987,Lloyd Corrigan
nm0017376,Robert Alda
nm0658339,Lilli Palmer
nm0812453,Vladimir Sokoloff
nm0002134,Paul Henreid
nm0007995,John Abbott
nm0710924,Irving Rapper
nm0696163,Micheline Presle
nm0679959,Gérard Philipe
nm0340551,Denise Grey
nm0002193,Claude Autant-Lara
nm0605685,Patricia Morison
nm0580017,William Cameron Menzies
nm0002897,Ann Todd
nm0336336,Peter Graves
nm0334234,Morland Graham
nm0454734,George King
nm0755985,Leontine Sagan
nm0905697,Tony Wager
nm0001739,Jean Simmons
nm0001961,Ray Bolger
nm0001450,Angela Lansbury
nm0354977,Monte Hale
nm0336790,Lorna Gray
nm0684793,Sons of the Pioneers
nm0819806,R.G. Springsteen
nm0505157,Oscar Levant
nm0624535,Jean Negulesco
nm0662972,Larry Parks
nm0450810,Evelyn Keyes
nm0337586,Alfred E. Green
nm0730802,Adele Roberts
nm0467170,Martin Kosleck
nm0055151,Mona Barrie
nm0145336,William Castle
nm0210116,Derrick De Marney
nm0250652,Beresford Egan
nm0339343,Joan Greenwood
nm0786607,Vernon Sewell
nm0000053,Robert Mitchum
nm0000840,Lucille Ball
nm0957936,Vera Zorina
nm0794918,Dinah Shore
nm0329015,Benny Goodman
nm0179994,Robert Cormack
nm0314671,Clyde Geronimi
nm0126400,John Byron
nm0001514,Victor Mature
nm0807252,Alexis Smith
nm0799963,Ginny Simms
nm0072578,Martin Benson
nm0805389,John Slater
nm0001982,Sebastian Cabot
nm0713520,Sheila Raynor
nm0533114,David MacKane
nm0755168,Leonard Sachs
nm0792450,George Sherman
nm0434387,Pavel Kadochnikov
nm0529392,Yuriy Lyubimov
nm0029049,Aleksandr Andriyevsky
nm0148974,Gino Cervi
nm0536167,Anna Magnani
nm0692638,Luisa Poselli
nm0738880,Felice Romano
nm0626885,Max Neufeld
nm0751149,Gail Russell
nm0335455,James Edward Grant
nm0002094,Vittorio Gassman
nm0345353,Gianetto Guardone
nm0718321,Irving Reis
nm0253141,John Eldredge
nm0000057,David Niven
nm0467396,Henry Koster
nm0268119,David Farrar
nm0733460,Flora Robson
nm0481966,Jenny Laird
nm0112014,Hazel Brooks
nm0744035,Robert Rossen
nm0000044,Burt Lancaster
nm0002025,Hume Cronyn
nm0001119,Yvonne De Carlo
nm0000544,Carmen Miranda
nm0750991,Andy Russell
nm0752813,Robert Ryan
nm0002108,Gloria Grahame
nm0071682,Compton Bennett
nm0779507,Lizabeth Scott
nm0138885,Morris Carnovsky
nm0133802,Charles Cane
nm0639529,Edmond O'Brien
nm0001859,Shelley Winters
nm0686885,Marc Platt
nm0197713,Virginia Dale
nm0329574,Leslie Goodwins
nm0001910,Kenneth Anger
nm0141681,Janis Carter
nm0837959,Barry Sullivan
nm0397602,Shemp Howard
nm0921799,Dick Wessel
nm0076618,Edward Bernds
nm0273477,Emilio Fernández
nm0001944,Edgar Bergen
nm0666087,Luana Patten
nm0329993,Anita Gordon
nm0605093,William Morgan
nm0755401,Keiji Sada
nm0467557,Isamu Kosugi
nm0570192,Dorothy McGuire
nm0002141,Celeste Holm
nm0001415,Elia Kazan
nm0000742,June Allyson
nm0492444,Peter Lawford
nm0551091,Patricia Marshall
nm0566845,Joan McCracken
nm0910199,Charles Walters
nm0335748,Bonita Granville
nm0145265,Don Castle
nm0514344,John Litel
nm0718115,John Reinhardt
nm0928697,Michael Wilding
nm0093921,Derek Bond
nm0290870,Charles Frank
nm0005789,Rudolph Maté
nm0336531,Coleen Gray
nm0001847,Richard Widmark
nm0848519,Manuel Tamayo
nm0692156,Jean Porter
nm0232766,Ruth Donnelly
nm0171723,Doris Houck
nm0237424,Arthur Dreifuss
nm0802862,Douglas Sirk
nm0197950,Marcel Dalio
nm0549337,Florence Marly
nm0668361,John Payne
nm0780833,George Seaton
nm0507673,Robert Lewis
nm0665842,Dorothy Patrick
nm0000951,Joan Blondell
nm0431922,F.J. McCormick
nm0715346,Carol Reed
nm0000018,Kirk Douglas
nm0281766,Rhonda Fleming
nm0118210,Amvrosi Buchma
nm0229833,Viktor Dobrovolsky
nm0055823,Boris Barnet
nm0001336,Van Heflin
nm0656980,Nestor Paiva
nm0055998,Vince Barnett
nm0001777,Dean Stockwell
nm0709993,Faina Ranevskaya
nm0179819,Wendell Corey
nm0601476,Kieron Moore
nm0354853,Barbara Hale
nm0521334,Joseph Losey
nm0000895,Barbara Bel Geddes
nm0141330,Sunset Carson
nm0236980,Oliver Drake
nm0587900,Ann Miller
nm0912487,Jack Warner
nm0461497,Bernard Knowles
nm0705509,Basil Radford
nm0002175,Ken Annakin
nm0005674,Arthur Crabtree
nm0853481,Ludmilla Tchérina
nm0688651,Annette Poivre
nm0718033,Emil E. Reinert
nm0121819,Patricia Burke
nm0460874,Esmond Knight
nm0000865,Richard Basehart
nm0103722,Scott Brady
nm0731507,Roy Roberts
nm0000946,Whit Bissell
nm0542649,Anthony Mann
nm0067927,Belita
nm0076750,Jack Bernhard
nm0421922,Adele Jergens
nm0800373,S. Sylvan Simon
nm0001207,José Ferrer
nm0001379,John Huston
nm0806041,Everett Sloane
nm0634282,Jeanette Nolan
nm0641397,Dan O'Herlihy
nm1022326,Trigger
nm0206376,Dennis Day
nm0125032,Lois Butler
nm0424318,Glynis Johns
nm0564738,John McCallum
nm0477965,Hilde Körber
nm0549032,Winnie Markus
nm0948693,Eugen York
nm0112687,James Broughton
nm0693281,H.C. Potter
nm0000027,Alec Guinness
nm0909727,Kay Walsh
nm0838066,Francis L. Sullivan
nm0272059,Leslie Fenton
nm0001050,Montgomery Clift
nm0238445,Joanne Dru
nm0152460,Marguerite Chapman
nm0402985,Nita Hunter
nm0792810,Gale Sherwood
nm0439597,Phil Karlson
nm0335048,Farley Granger
nm0389516,Dick Hogan
nm0854996,Birgit Tengroth
nm0433512,Stig Järrel
nm0803686,Arnold Sjöstrand
nm0682881,Antonio Pietrangeli
nm0001536,Toshirô Mifune
nm0000041,Akira Kurosawa
nm0832561,Gale Storm
nm0001996,Jeff Chandler
nm0628149,Joseph M. Newman
nm0391062,Judy Holliday
nm0263885,Tom Ewell
nm0572689,John McLeish
nm0001135,John Derek
nm0006428,Arlene Dahl
nm0852279,Don Taylor
nm0000992,Billie Burke
nm0001544,Ricardo Montalban
nm0396819,Donald Houston
nm0833420,Susan Stranks
nm0802563,Robert Siodmak
nm0828594,Mark Stevens
nm0236860,Betsy Drake
nm0905729,George Waggner
nm0398141,Sally Ann Howes
nm0141351,John Paddy Carstairs
nm0605851,Gaby Morlay
nm0041642,Jacqueline Audry
nm0589641,James Millican
nm0004573,Paul Landres
nm0000042,Alan Ladd
nm0866835,David Tomlinson
nm0358759,Peter Hammond
nm0859387,Ralph Thomas
nm0551031,Marion Marshall
nm0835836,Randy Stuart
nm0757064,S.Z. Sakall
nm0001414,Danny Kaye
nm0060845,Barbara Bates
nm0505610,Henry Levin
nm0357607,Robert Hamer
nm0557314,Ilona Massey
nm0588183,David Miller
nm0517116,Ruth Lodge
nm0001495,Patrick Macnee
nm0431139,Louis Jourdan
nm0738780,Viviane Romance
nm0340235,Jean-Pierre Grenier
nm0076368,Raymond Bernard
nm0601930,Terry Moore
nm0424565,Ben Johnson
nm0210117,Terence de Marney
nm0758151,John Salew
nm0651963,Stefan Osiecki
nm0308081,Betty Garrett
nm0002045,Stanley Donen
nm0039577,Svend Asmussen
nm0071422,Benkt-Åke Benktsson
nm0219385,Doreen Denning
nm0348417,Per Gunvall
nm0027882,Keith Andes
nm0520437,Jack Lord
nm0001983,Rory Calhoun
nm0003422,Louis King
nm0000730,John Agar
nm0544711,Adele Mara
nm0875861,Forrest Tucker
nm0930565,Esther Williams
nm0606998,Wayne Morris
nm0222797,Joe Devlin
nm0847939,Lyle Talbot
nm0212869,Margia Dean
nm0100959,Dallas Bower
nm0002149,Betty Hutton
nm0444476,Howard Keel
nm0001330,Sterling Hayden
nm0353405,Jean Hagen
nm0926235,James Whitmore
nm0724543,Frank Richardson
nm0715637,Phillip Reed
nm0533692,Barton MacLane
nm0000994,Raymond Burr
nm0002072,Mel Ferrer
nm0712947,Nicholas Ray
nm0656428,Debra Paget
nm0752278,Basil Ruysdael
nm0528619,Betty Lynn
nm0531763,James MacDonald
nm0041598,Eleanor Audley
nm0271658,Verna Felton
nm0330456,Michael Gordon
nm0110219,Pamela Britton
nm0307500,Beverly Garland
nm0108406,David Brian
nm0000032,Charlton Heston
nm0511798,Viveca Lindfors
nm0694631,Tom Powers
nm0921879,Dick Wesson
nm0264762,Aldo Fabrizi
nm0744023,Roberto Rossellini
nm0495136,Zarah Leander
nm0918780,Grethe Weiser
nm0025926,Géza von Cziffra
nm0943837,Jane Wyman
